cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8846,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.278008044574233,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8846,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.039867360012058185,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8846,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.09705898217784059,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8846,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06580571410115031,True,
GSE310539,AP1mut_PBS,pooled_library,AP1mut,adult,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,8846,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.10013750017302875,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.12877939529675253,True,Cldn4;Slc4a11
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.12033859528711967,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.10935180603661555,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.37866884888161484,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.2818166507606804,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.3277264119416286,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.2056737588652482,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.10746300896425098,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.07088580112896221,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,47,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.1189752496743378,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.06540816326530613,True,Cldn4;Slc4a11
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.06674484309852974,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.06240804461319411,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.29533457613814756,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.3591809810995638,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.2929740089753179,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.06466836734693877,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.09062079146379363,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06220650249895877,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,7840,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.10066964285714287,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.12655502392344495,True,Cldn4;Slc4a11
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.11852394916911045,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.1065010570824524,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.3838578088578088,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.2696689853681938,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.3255592574964303,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.27651515151515155,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.10313797877249654,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.07282003710575138,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,44,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.12476808905380334,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.06565022782635538,True,Cldn4;Slc4a11
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.06697431721184154,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.06254280961544732,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.2948583907910696,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.3592639454303907,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.2931119422862151,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.06485613498236219,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.0908145968696584,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.062144327321646486,True,
GSE310539,AP1mut_SeV,pooled_library,AP1mut,adult,SeV,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,7843,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.1006532537788799,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.07021620529399877,True,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.06966790429042904,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.057625987317832895,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.47836684178621947,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.25511896739412165,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.35424971068535427,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.2615511551155116,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.12758057720665686,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.06528465346534654,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,202,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.13968012185833967,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,202,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.046928672459082645,True,Cldn4;Slc4a11
